"account.id","shipping.zip.code","billing.zip.code","shipping.city","billing.city","relationship","amount.donated.2013","amount.donated.lifetime","no.donations.lifetime","first.donated"
"001i000000NuPoW","","94598","","Walnut Creek","",0,0,0,""
"001i000000NuPoX","","94583","","San Ramon","",0,0,0,""
"001i000000NuPoY","","94595","","Walnut Creek","",0,0,0,""
"001i000000NuPoZ","","94598","","Walnut Creek","",0,0,0,""
"001i000000NuPoa","","94523","","Pleasant Hill","",0,0,0,""
"001i000000NuPob","","94027","","Atherton","",0,0,0,""
"001i000000NuPoc","","94925","","Corte Madera","",0,100,1,"2003-05-19 00:00:00"
"001i000000NuPod","","94123","","San Francisco","",0,0,0,""
"001i000000NuPoe","","94611","","Oakland","",0,0,0,""
"001i000000NuPof","","94108","","San Francisco","",0,0,0,""
"001i000000NuPog","","94306","","Palo Alto","",0,0,0,""
"001i000000NuPoh","","94618","","Oakland","",0,925,5,"2003-09-30 00:00:00"
"001i000000NuPoi","","95125","","San Jose","",0,0,0,""
"001i000000NuPoj","","94546","","Castro Valley","",0,0,0,""
"001i000000NuPok","","94941","","Mill Valley","",0,0,0,""
"001i000000NuPol","","95762","","El Dorado Hills","",0,0,0,""
"001i000000NuPom","","94553","","Martinez","",0,0,0,""
"001i000000NuPon","","94103","","San Francisco","",0,0,0,""
"001i000000NuPoo","","94127","","San Francisco","",0,40,1,"2004-03-08 00:00:00"
"001i000000NuPop","","94556","","Moraga","",0,50,1,"2003-06-03 00:00:00"
"001i000000NuPoq","","94123","","San Francisco","",0,20150,5,"2003-06-06 00:00:00"
"001i000000NuPor","","94563","","Orinda","",0,16,1,"2003-06-06 00:00:00"
"001i000000NuPos","","94595","","Walnut Creek","",0,0,0,""
"001i000000NuPot","","94556","","Moraga","",0,108,1,"2004-05-19 00:00:00"
"001i000000NuPou","","94596","","Walnut Creek","",0,0,0,""
"001i000000NuPov","","94611","","Oakland","",0,0,0,""
"001i000000NuPow","","94563","","Orinda","",0,0,0,""
"001i000000NuPox","","94131","","San Francisco","",0,0,0,""
"001i000000NuPoy","96725","96162","Holualoa","Truckee","",0,145,1,"2004-03-22 00:00:00"
"001i000000NuPoz","","94556","","Moraga","",0,100,1,"2003-12-23 00:00:00"
"001i000000NuPp0","","94521","","Concord","",0,20,1,"2003-09-30 00:00:00"
"001i000000NuPp1","","94610","","Oakland","",0,0,0,""
"001i000000NuPp2","","94563","","Orinda","",0,0,0,""
"001i000000NuPp3","","94043","","Mountain View","",0,0,0,""
"001i000000NuPp4","","94015","","Daly City","",0,10,1,"2003-11-16 00:00:00"
"001i000000NuPp5","","94618","","Oakland","",0,0,0,""
"001i000000NuPp6","","93108","","Santa Barbara","",0,300,3,"2004-06-30 00:00:00"
"001i000000NuPp7","","94306","","Palo Alto","",0,40,1,"2003-06-20 00:00:00"
"001i000000NuPp8","","94521","","Concord","",0,0,0,""
"001i000000NuPp9","","94556","","Moraga","",0,0,0,""
"001i000000NuPpA","","95305","","Milpitas","",0,0,0,""
"001i000000NuPpB","","92056","","Oceanside","",0,0,0,""
"001i000000NuPpC","","94501","","Alameda","",0,650,2,"2005-06-07 00:00:00"
"001i000000NuPpD","","94556","","Moraga","",0,450,5,"2005-06-15 00:00:00"
"001i000000NuPpE","","96744","","Kaneohe","",0,600,1,"2004-04-27 00:00:00"
"001i000000NuPpF","","60611","","Chicago","",0,0,0,""
"001i000000NuPpG","","94122","","San Francisco","",0,322,6,"2004-05-24 00:00:00"
"001i000000NuPpH","","94114","","San Francisco","",0,100,1,"2003-07-21 00:00:00"
"001i000000NuPpI","","95030","","Los Gatos","",0,20,1,"2003-07-21 00:00:00"
"001i000000NuPpJ","","94707","","Berkeley","",0,0,0,""
"001i000000NuPpK","","94530","","El Cerrito","",0,0,0,""
"001i000000NuPpL","","94115","","San Francisco","",0,13108,10,"2003-11-24 00:00:00"
"001i000000NuPpM","","94134","","San Francisco","",0,0,0,""
"001i000000NuPpN","","85331","","Cave Creek","",0,0,0,""
"001i000000NuPpO","","94108","","San Francisco","",0,0,0,""
"001i000000NuPpP","","94523","","Pleasant Hill","",0,35,1,"2003-09-29 00:00:00"
"001i000000NuPpQ","","94102","","San Francisco","",0,0,0,""
"001i000000NuPpR","","94114","","San Francisco","",0,0,0,""
"001i000000NuPpS","","94114","","San Francisco","",0,0,0,""
"001i000000NuPpT","","94114","","San Francisco","",0,0,0,""
"001i000000NuPpU","94109","94109","San Francisco","San Francisco","",0,0,0,""
"001i000000NuPpV","","89014","","Henderson","",0,1200,4,"2003-09-25 00:00:00"
"001i000000NuPpW","","94805","","Richmond","",0,0,0,""
"001i000000NuPpX","","94549","","Lafayette","",0,0,0,""
"001i000000NuPpY","","94597","","Walnut Creek","",0,0,0,""
"001i000000NuPpZ","","94509","","Antioch","",0,268,4,"2003-08-11 00:00:00"
"001i000000NuPpa","","94530","","El Cerrito","",0,0,0,""
"001i000000NuPpb","","94123","","San Francisco","",0,0,0,""
"001i000000NuPpc","","95124","","San Jose","",0,0,0,""
"001i000000NuPpd","","95126","","San Jose","",0,0,0,""
"001i000000NuPpe","","91106","","Pasadena","",0,0,0,""
"001i000000NuPpf","","94114","","San Francisco","",0,0,0,""
"001i000000NuPpg","","94708","","Berkeley","",0,0,0,""
"001i000000NuPph","","94005","","Brisbane","",0,0,0,""
"001i000000NuPpi","","94939","","Larkspur","",0,0,0,""
"001i000000NuPpj","","94705","","Berkeley","",0,0,0,""
"001i000000NuPpk","","94111","","San Francisco","",0,0,0,""
"001i000000NuPpl","","94102","","San Francisco","",0,0,0,""
"001i000000NuPpm","","94118","","San Francisco","",0,0,0,""
"001i000000NuPpn","","94114","","San Francisco","",0,0,0,""
"001i000000NuPpo","","94127","","San Francisco","",0,0,0,""
"001i000000NuPpp","","94118","","San Francisco","",0,0,0,""
"001i000000NuPpq","","94611","","Oakland","",0,25,1,"2005-04-08 00:00:00"
"001i000000NuPpr","","94019","","Half Moon Bay","",0,0,0,""
"001i000000NuPps","","94939","","Larkspur","",0,0,0,""
"001i000000NuPpt","","92234","","Cathedral City","",0,0,0,""
"001i000000NuPpu","","94611","","Oakland","",0,0,0,""
"001i000000NuPpv","","94925","","Corte Madera","",0,0,0,""
"001i000000NuPpw","","94107","","San Francisco","",0,500,5,"2006-08-28 00:00:00"
"001i000000NuPpx","","94913","","San Rafael","",0,0,0,""
"001i000000NuPpy","","94123","","San Francisco","",0,0,0,""
"001i000000NuPpz","","94127","","San Francisco","",0,0,0,""
"001i000000NuPq0","","94117","","San Francisco","",0,0,0,""
"001i000000NuPq1","","94611","","Piedmont","",0,50,2,"2005-03-25 00:00:00"
"001i000000NuPq2","","94014","","Daly City","",0,0,0,""
"001i000000NuPq3","","94131","","San Francisco","",0,0,0,""
"001i000000NuPq4","94102","94127","San Francisco","San Francisco","",0,0,0,""
"001i000000NuPq5","","95305","","Stanford","",0,0,0,""
"001i000000NuPq6","","94022","","Los Altos","",0,0,0,""
"001i000000NuPq7","","94025","","Menlo Park","",0,0,0,""
"001i000000NuPq8","","95125","","San Jose","",0,0,0,""
"001i000000NuPq9","","94002","","Belmont","",0,0,0,""
"001i000000NuPqA","","95136","","San Jose","",0,0,0,""
"001i000000NuPqB","94583","94547","San Ramon","Hercules","",0,0,0,""
"001i000000NuPqC","","95124","","San Jose","",0,0,0,""
"001i000000NuPqD","","94608","","Emeryville","",0,0,0,""
"001i000000NuPqE","","","","","",0,0,0,""
"001i000000NuPqF","","","","Yokohama 14","",0,0,0,""
"001i000000NuPqG","","80904","","Colorado Springs","",0,0,0,""
"001i000000NuPqH","","94549","","Lafayette","",0,0,0,""
"001i000000NuPqI","","94602","","Oakland","",0,0,0,""
"001i000000NuPqJ","","94619","","Oakland","",0,0,0,""
"001i000000NuPqK","","22206","","Arlington","",0,0,0,""
"001i000000NuPqL","","","","Toronto, ON","",0,0,0,""
"001i000000NuPqM","","94502","","Alameda","",0,0,0,""
"001i000000NuPqN","","94612","","Oakland","",0,0,0,""
"001i000000NuPqO","","94117","","San Francisco","",0,0,0,""
"001i000000NuPqP","","94114","","San Francisco","",0,0,0,""
"001i000000NuPqQ","","","","Dunedin  OTA","",0,0,0,""
"001i000000NuPqR","","94107","","San Francisco","",0,0,0,""
"001i000000NuPqS","94574","94574","Saint Helena","Saint Helena","",0,0,0,""
"001i000000NuPqT","","94122","","San Francisco","",0,0,0,""
"001i000000NuPqU","","95014","","Cupertino","",0,0,0,""
"001i000000NuPqV","","94110","","San Francisco","",0,0,0,""
"001i000000NuPqW","","94117","","San Francisco","",0,0,0,""
"001i000000NuPqX","","94118","","San Francisco","",0,0,0,""
"001i000000NuPqY","","94965","","Sausalito","",0,0,0,""
"001i000000NuPqZ","","94117","","San Francisco","",0,0,0,""
"001i000000NuPqa","","94534","","Fairfield","",0,0,0,""
"001i000000NuPqb","","94122","","San Francisco","",0,0,0,""
"001i000000NuPqc","","94545","","Hayward","",0,0,0,""
"001i000000NuPqd","","95010","","Capitola","",0,0,0,""
"001i000000NuPqe","","94110","","San Francisco","",0,0,0,""
"001i000000NuPqf","","95050","","Santa Clara","",0,0,0,""
"001i000000NuPqg","","94041","","Mountain View","",0,0,0,""
"001i000000NuPqh","","94306","","Palo Alto","",0,0,0,""
"001i000000NuPqi","","94549","","Lafayette","",0,0,0,""
"001i000000NuPqj","","94618","","Oakland","",0,9856,10,"2005-03-28 00:00:00"
"001i000000NuPqk","","94708","","Berkeley","",0,450,2,"2005-03-25 00:00:00"
"001i000000NuPql","","94502","","Alameda","",0,0,0,""
"001i000000NuPqm","","94903","","San Rafael","",0,0,0,""
"001i000000NuPqn","","94549","","Lafayette","",0,0,0,""
"001i000000NuPqo","","94598","","Walnut Creek","",0,0,0,""
"001i000000NuPqp","","94532","","Elk","",0,0,0,""
"001i000000NuPqq","","89145","","Las Vegas","",0,0,0,""
"001i000000NuPqr","","94114","","San Francisco","",0,0,0,""
"001i000000NuPqs","","94121","","San Francisco","",0,0,0,""
"001i000000NuPqt","","94028","","Portola Valley","",0,0,0,""
"001i000000NuPqu","","94301","","Palo Alto","",0,0,0,""
"001i000000NuPqv","","94306","","Palo Alto","",0,0,0,""
"001i000000NuPqw","","94705","","Berkeley","",0,1100,4,"2009-09-02 00:00:00"
"001i000000NuPqx","","94073","","Berkeley","",0,0,0,""
"001i000000NuPqy","","66206","","Leawood","",0,0,0,""
"001i000000NuPqz","","94563","","Orinda","",0,0,0,""
"001i000000NuPr0","","94705","","Berkeley","",0,0,0,""
"001i000000NuPr1","","94506","","Danville","",0,0,0,""
"001i000000NuPr2","","95060","","Santa Cruz","",0,0,0,""
"001i000000NuPr3","","94510","","Benicia","",0,0,0,""
"001i000000NuPr4","","96778","","Pahoa","",0,0,0,""
"001i000000NuPr5","94709","94705","Berkeley","Berkeley","",0,300,2,"2004-05-05 00:00:00"
"001i000000NuPr6","","94619","","Oakland","",0,0,0,""
"001i000000NuPr7","","95014","","Cupertino","",0,0,0,""
"001i000000NuPr8","","94080","","South San Francisco","",0,0,0,""
"001i000000NuPr9","","94545","","Hayward","",0,0,0,""
"001i000000NuPrA","","94131","","San Francisco","",0,0,0,""
"001i000000NuPrB","","","","Oakville ON","",0,0,0,""
"001i000000NuPrC","","94115","","San Francisco","",0,0,0,""
"001i000000NuPrD","","94580","","San Lorenzo","",0,0,0,""
"001i000000NuPrE","","94305","","Stanford","",0,0,0,""
"001i000000NuPrF","","94553","","Martinez","",0,190,3,"2004-01-20 00:00:00"
"001i000000NuPrG","","94705","","Berkeley","",0,0,0,""
"001i000000NuPrH","94566","94546","Pleasanton","Castro Valley","",0,0,0,""
"001i000000NuPrI","","94610","","Oakland","",0,0,0,""
"001i000000NuPrJ","","2138","","Cambridge","",0,0,0,""
"001i000000NuPrK","","94112","","San Francisco","",0,0,0,""
"001i000000NuPrL","","94904","","Greenbrae","",0,900,9,"2003-10-25 00:00:00"
"001i000000NuPrM","","94920","","Belvedere","",0,500,1,"2003-11-16 00:00:00"
"001i000000NuPrN","","94563","","Orinda","",0,250,1,"2004-07-20 00:00:00"
"001i000000NuPrO","","94117","","San Francisco","",0,5305,1,"2003-11-19 00:00:00"
"001i000000NuPrP","","94610","","Oakland","",0,0,0,""
"001i000000NuPrQ","","94941","","Mill Valley","",0,0,0,""
"001i000000NuPrR","","94115","","San Francisco","",0,350,2,"2007-12-11 00:00:00"
"001i000000NuPrS","","94608","","Oakland","",0,0,0,""
"001i000000NuPrT","","94121","","San Francisco","",0,0,0,""
"001i000000NuPrU","","94122","","San Francisco","",0,0,0,""
"001i000000NuPrV","","","","","",0,0,0,""
"001i000000NuPrW","","98105","","Seattle","",0,0,0,""
"001i000000NuPrX","","94116","","San Francisco","",0,0,0,""
"001i000000NuPrY","","94114","","San Francisco","",0,25,1,"2006-10-12 00:00:00"
"001i000000NuPrZ","","94062","","Redwood City","",0,0,0,""
"001i000000NuPra","","95119","","San Jose","",0,0,0,""
"001i000000NuPrb","","94303","","Palo Alto","",0,0,0,""
"001i000000NuPrc","","94610","","Oakland","",0,50,1,"2005-03-17 00:00:00"
"001i000000NuPrd","","94611","","Oakland","",0,0,0,""
"001i000000NuPre","","94564","","Pinole","",0,0,0,""
"001i000000NuPrf","","94706","","Albany","",0,0,0,""
"001i000000NuPrg","","87505","","Santa Fe","",0,0,0,""
"001i000000NuPrh","","94610","","Oakland","",0,0,0,""
"001i000000NuPri","","94109","","San Francisco","",0,0,0,""
"001i000000NuPrj","","94114","","San Francisco","",0,0,0,""
"001i000000NuPrk","","94618","","Oakland","",0,0,0,""
"001i000000NuPrl","","94122","","San Francisco","",0,0,0,""
"001i000000NuPrm","","94705","","Berkeley","",0,450,3,"2006-10-26 00:00:00"
"001i000000NuPrn","","95070","","Saratoga","",0,0,0,""
"001i000000NuPro","","94546","","Castro Valley","",0,0,0,""
"001i000000NuPrp","","94523","","Pleasant Hill","",0,0,0,""
"001i000000NuPrq","","94901","","San Rafael","",0,0,0,""
"001i000000NuPrr","","94707","","Berkeley","",0,0,0,""
"001i000000NuPrs","","94549","","Lafayette","",0,0,0,""
"001i000000NuPrt","","94591","","Vallejo","",0,0,0,""
"001i000000NuPru","","94549","","Lafayette","",0,0,0,""
"001i000000NuPrv","","94549","","Lafayette","",0,0,0,""
"001i000000NuPrw","","94549","","Lafayette","",0,0,0,""
"001i000000NuPrx","","94306","","Palo Alto","",0,0,0,""
"001i000000NuPry","","94704","","Berkeley","",0,0,0,""
"001i000000NuPrz","","94550","","Livermore","",0,0,0,""
"001i000000NuPs0","","94549","","Lafayette","",0,0,0,""
"001i000000NuPs1","","94597","","Walnut Creek","",0,0,0,""
"001i000000NuPs2","","94133","","San Francisco","",0,0,0,""
"001i000000NuPs3","","94114","","San Francisco","",0,0,0,""
"001i000000NuPs4","","91325","","Northridge","",0,0,0,""
"001i000000NuPs5","","94117","","San Francisco","",0,0,0,""
"001i000000NuPs6","","94305","","Stanford","",0,0,0,""
"001i000000NuPs7","","62236","","Columbia","",0,0,0,""
"001i000000NuPs8","","94901","","San Rafael","",0,0,0,""
"001i000000NuPs9","","94707","","Berkeley","",50,50,1,"2012-08-20 00:00:00"
"001i000000NuPsA","","94107","","San Francisco","",0,0,0,""
"001i000000NuPsB","","94941","","Mill Valley","",0,0,0,""
"001i000000NuPsC","","94708","","Berkeley","",0,0,0,""
"001i000000NuPsD","","94401","","San Mateo","",0,0,0,""
"001i000000NuPsE","","94523","","Pleasant Hill","",0,0,0,""
"001i000000NuPsF","","94306","","Palo Alto","",0,0,0,""
"001i000000NuPsG","","94080","","South San Francisco","",0,0,0,""
"001i000000NuPsH","","96822","","Honolulu","",0,450,4,"2005-04-25 00:00:00"
"001i000000NuPsI","","94102","","San Francisco","",0,0,0,""
"001i000000NuPsJ","","95014","","Cupertino","",0,0,0,""
"001i000000NuPsK","","94303","","Palo Alto","",0,0,0,""
"001i000000NuPsL","","94086","","Sunnyvale","",0,0,0,""
"001i000000NuPsM","","95126","","San Jose","",0,0,0,""
"001i000000NuPsN","","94025","","Menlo Park","",0,0,0,""
"001i000000NuPsO","","59601","","Helena","",0,0,0,""
"001i000000NuPsP","","94703","","Berkeley","",0,0,0,""
"001i000000NuPsQ","","94705","","Berkeley","",0,0,0,""
"001i000000NuPsR","","94602","","Oakland","",0,0,0,""
"001i000000NuPsS","","94563","","Orinda","",0,0,0,""
"001i000000NuPsT","94805","94709","Richmond","Berkeley","",0,0,0,""
"001i000000NuPsU","94119","94117","San Francisco","San Francisco","",0,0,0,""
"001i000000NuPsV","","92240","","Desert Hot Springs","",0,0,0,""
"001i000000NuPsW","","94563","","Orinda","",0,0,0,""
"001i000000NuPsX","","94549","","Lafayette","",0,0,0,""
"001i000000NuPsY","","94530","","El Cerrito","",0,0,0,""
"001i000000NuPsZ","","94549","","Lafayette","",0,0,0,""
"001i000000NuPsa","","96706","","Ewa Beach","",0,0,0,""
"001i000000NuPsb","","94549","","Lafayette","",0,0,0,""
"001i000000NuPsc","","94510","","Benicia","",0,0,0,""
"001i000000NuPsd","","94805","","Richmond","",0,0,0,""
"001i000000NuPse","","94588","","Pleasanton","",0,0,0,""
"001i000000NuPsf","","94115","","San Francisco","",0,600,3,"2003-10-25 00:00:00"
"001i000000NuPsg","","95472","","Sebastopol","",0,1175,8,"2006-10-12 00:00:00"
"001i000000NuPsh","","94403","","San Mateo","",400,1200,10,"2007-05-07 00:00:00"
"001i000000NuPsi","","94903","","San Rafael","",0,0,0,""
"001i000000NuPsj","","94117","","San Francisco","",0,0,0,""
"001i000000NuPsk","","94805","","Richmond","",0,0,0,""
"001i000000NuPsl","","94707","","Berkeley","",0,0,0,""
"001i000000NuPsm","","94705","","Berkeley","",0,25,1,"2014-01-29 00:00:00"
"001i000000NuPsn","","94563","","Orinda","",0,0,0,""
"001i000000NuPso","","94610","","Oakland","",0,0,0,""
"001i000000NuPsp","","94114","","San Francisco","",0,0,0,""
"001i000000NuPsq","","94706","","Albany","",0,0,0,""
"001i000000NuPsr","","94706","","Albany","",0,0,0,""
"001i000000NuPss","","94704","","Berkeley","",0,0,0,""
"001i000000NuPst","","94709","","Berkeley","",0,0,0,""
"001i000000NuPsu","","94564","","Pinole","",0,0,0,""
"001i000000NuPsz","","95035","","Milpitas","",0,0,0,""
"001i000000NuPt0","","94618","","Oakland","",0,0,0,""
"001i000000NuPt1","","94553","","Martinez","",0,0,0,""
"001i000000NuPt2","87111-8147","87505","Albuquerque","Santa Fe","",0,0,0,""
"001i000000NuPt3","","94530","","El Cerrito","",0,270,2,"2004-06-23 00:00:00"
"001i000000NuPt4","","95340","","Merced","",0,0,0,""
"001i000000NuPt5","","94705","","Berkeley","",0,0,0,""
"001i000000NuPt6","","91950","","National City","",0,0,0,""
"001i000000NuPt7","","94708","","Berkeley","",0,0,0,""
"001i000000NuPt8","","94563","","Orinda","",0,0,0,""
"001i000000NuPt9","","94568","","Dublin","",0,0,0,""
"001i000000NuPtA","","94597","","Walnut Creek","",0,0,0,""
"001i000000NuPtB","94949-8223","94949","Novato","Novato","",0,0,0,""
"001i000000NuPtC","","94501","","Alameda","",0,0,0,""
"001i000000NuPtD","","94595","","Walnut Creek","",0,0,0,""
"001i000000NuPtE","","94611","","Piedmont","",0,0,0,""
"001i000000NuPtF","","94539","","Fremont","",0,0,0,""
"001i000000NuPtG","","94087","","Sunnyvale","",0,0,0,""
"001i000000NuPtH","","94611","","Oakland","",0,0,0,""
"001i000000NuPtI","","94002","","Belmont","",0,0,0,""
"001i000000NuPtJ","","94707","","Berkeley","",0,0,0,""
"001i000000NuPtK","","94611","","Oakland","",0,50,1,"2008-04-21 00:00:00"
"001i000000NuPtL","","94116","","San Francisco","",0,0,0,""
"001i000000NuPtM","","94939","","Larkspur","",0,0,0,""
"001i000000NuPtN","","94122","","San Francisco","",0,0,0,""
"001i000000NuPtO","","94133","","San Francisco","",0,0,0,""
"001i000000NuPtP","","94030","","Millbrae","",0,0,0,""
"001i000000NuPtQ","","94563","","Orinda","",0,0,0,""
"001i000000NuPtR","","94010","","Hillsborough","",0,0,0,""
"001i000000NuPtS","","94705","","Berkeley","",0,0,0,""
"001i000000NuPtT","","94708","","Kensington","",0,0,0,""
"001i000000NuPtU","","94121","","San Francisco","",0,0,0,""
"001i000000NuPtV","","95472","","Sebastopol","",0,0,0,""
"001i000000NuPtW","","94122","","San Francisco","",0,0,0,""
"001i000000NuPtX","","94941","","Mill Valley","",0,0,0,""
"001i000000NuPtY","","94549","","Lafayette","",0,0,0,""
"001i000000NuPtZ","","94110","","San Francisco","",0,50,1,"2014-06-16 00:00:00"
"001i000000NuPta","","94107","","San Francisco","",0,0,0,""
"001i000000NuPtb","","94306","","Palo Alto","",0,0,0,""
"001i000000NuPtc","","94085","","Sunnyvale","",0,0,0,""
"001i000000NuPtd","","94610","","Oakland","",0,0,0,""
"001i000000NuPte","","94127","","San Francisco","",0,0,0,""
"001i000000NuPtf","","94608","","Emeryville","",0,0,0,""
"001i000000NuPtg","","94611","","Oakland","",0,0,0,""
"001i000000NuPth","","94114","","San Francisco","",0,0,0,""
"001i000000NuPti","","94102","","San Francisco","",0,0,0,""
"001i000000NuPtj","","94971","","Tomales","",0,0,0,""
"001i000000NuPtk","","94063","","Redwood City","",0,0,0,""
"001i000000NuPtl","","95126","","San Jose","",0,150,2,"2006-11-03 00:00:00"
"001i000000NuPtm","","93940","","Monterey","",0,0,0,""
"001i000000NuPtn","","95033","","Los Gatos","",0,0,0,""
"001i000000NuPto","","94301","","Palo Alto","",0,0,0,""
"001i000000NuPtp","","94305","","Stanford","",0,0,0,""
"001i000000NuPtq","","94065","","Redwood City","",0,0,0,""
"001i000000NuPtr","","94062","","Redwood City","",0,0,0,""
